Zip Code ZCTA,2010 Census Population
55082,35024
55084,1628
55085,417
55087,268
55088,1704
55089,1814
55090,401
55092,10840
55101,5592
55102,18207
55103,12991
55104,43248
55105,28455
55106,52730
55107,14776
55108,14688
55109,31444
55110,37759
55111,0
55112,43250
55113,38994
55114,3100
55115,8607
55116,23851
55117,41649
55118,27548
55119,38966
55120,4352
55121,7861
55122,30346
55123,26030
55124,49084
55125,43281
55126,25140
55127,16782
55128,28113
55129,18697
55130,17575
55150,198
55155,0
55301,10535
55302,7107
55303,46352
55304,45967
55305,19368
55306,15935
55307,3227
55308,9064
55309,18208
55310,1519
55311,32788
55312,1595
55313,23255
55314,1337
55315,4762
55316,23089
55317,19218
55318,25493
55319,5038
55320,4973
55321,5341
55322,3163
55324,1234
55325,4610
55327,3478
55328,8541
55329,2118
55330,36440
55331,17524
55332,1922
55333,856
55334,2939
55335,1629
55336,8054
55337,44356
55338,1123
55339,988
55340,6327
55341,2850
55342,2015
55343,23933
55344,13952
55345,21147
55346,16776
55347,30069
55349,3887
55350,18280
55352,8751
55353,3162
55354,2741
55355,9656
55356,5311
55357,3246
55358,4982
55359,5954
55360,2672
55362,18089
55363,4496
55364,14353
55366,443
55367,913
55368,2218
55369,32524
55370,802
55371,16442
55372,29811
55373,5600
55374,13576
55375,4518
55376,16242
55378,26958
55379,40416
55381,2063
55382,3563
55384,1672
55385,1291
55386,6330
55387,12249
55388,5619
55389,2643
55390,2473
55391,14486
55395,2892
55396,2252
55397,2693
55398,15540
55401,6590
55402,368
55403,14985
55404,27121
55405,15411
55406,32112
55407,37881
55408,29981
55409,11615
55410,19340
55411,27428
55412,22148
55413,12934
55414,28495
55415,2604
55416,29027
55417,24875
55418,29472
55419,26406
55420,21767
55421,27035
55422,27820
55423,35375
55424,9685
55425,8952
55426,24945
55427,22919
55428,29357
55429,26751
55430,21508
55431,18435
55432,30027
55433,33613
55434,28823
55435,11592
55436,13138
55437,17484
55438,16249
55439,8750
55441,17848
55442,13217
55443,32462
55444,15667
55445,9879
55446,18695
55447,21187
55448,27863
55449,23277
55450,10
55454,8125
55455,1050
55601,105
55602,177
55603,508
55604,3360
55605,565
55606,272
55607,134
55609,303
55612,518
55613,205
55614,2627
55615,256
55616,6994
55702,500
55703,701
55704,1128
55705,3299
55706,1825
55707,3440
55708,959
55709,4075
55710,1292
55711,607
55712,586
55713,1017
55716,341
55717,335
55718,3281
55719,5895
55720,16999
55721,3410
55722,1200
55723,2363
55724,741
55725,103
55726,1045
55731,5820
55732,1453
55733,4616
55734,6213
55735,1809
55736,1550
55738,544
55741,3164
55742,344
55744,20164
55746,17228
55748,1476
55749,449
55750,2025
55751,1553
55752,395
55753,989
55756,431
55757,866
55758,145
55760,3108
55763,554
55764,569
55765,802
55766,43
55767,4532
55768,2843
55769,2313
55771,1680
55772,76
55775,1205
55779,3755
55780,212
55781,734
55782,480
55783,2437
55784,89
55785,263
55786,305
55787,525
55790,1866
55792,10107
55793,615
55795,1629
55797,1441
55798,581
55802,2442
55803,17431
55804,14592
55805,10194
55806,9576
55807,9963
55808,5846
55810,8702
55811,26246
55812,10924
55814,772
55901,51917
55902,21968
55904,26332
55905,0
55906,17598
55909,1428
55910,1423
55912,28483
55917,3696
55918,982
55919,985
55920,7026
55921,4964
55922,1021
55923,4469
55924,1303
55925,1113
55926,853
55927,4071
55929,1209
55931,330
55932,2042
55933,273
55934,3338
55935,939
55936,1861
55939,1963
55940,2666
55941,969
55943,3059
55944,7151
55945,1458
55946,3178
55947,7513
55949,1808
55950,169
55951,1567
55952,2529
55953,894
55954,1442
55955,2746
55956,1962
55957,756
55959,2321
55960,3134
55961,447
55962,763
55963,4988
55964,4389
55965,2376
55967,938
55968,121
55969,1117
55970,1016
55971,2993
55972,4995
55973,285
55974,2132
55975,4335
55976,7582
55977,203
55979,1143
55981,3961
55982,436
55983,1588
55985,1858
55987,35629
55990,925
55991,1490
55992,4693
56001,46327
56003,14335
56007,21228
56009,1613
56010,1129
56011,8925
56013,4531
56014,797
56016,1096
56017,1620
56019,914
56020,115
56021,1038
56022,70
56023,485
56024,2759
56025,507
56026,2012
56027,67
56027,902
56028,1372
56029,744
56031,12401
56032,313
56033,345
56034,496
56035,546
56036,1959
56037,1635
56039,957
56041,1066
56042,720
56043,486
56044,2082
56045,813
56046,94
56047,117
56048,3898
56050,1464
56051,703
56052,699
56054,923
56055,3902
56056,96
56057,3867
56058,5985
56060,452
56062,3208
56063,2724
56065,2844
56068,1087
56069,4467
56071,11817
56072,2389
56073,16759
56074,2004
56075,171
56078,476
56080,770
56081,6098
56082,13597
56083,874
56085,5451
56087,3179
56088,1946
56089,155
56090,694
56091,367
56093,12831
56096,3021
56097,3715
56098,2124
56101,5867
56110,1843
56111,420
56113,238
56114,361
56115,1366
56116,628
56117,399
56118,421
56119,1017
56120,1121
56121,659
56122,586
56123,514
56125,65
56127,398
56128,1984
56129,741
56131,2293
56132,540
56134,462
56136,1118
56137,1149
56138,899
56139,430
56140,59
56141,323
56142,981
56143,4478
56144,1053
56144,90
56145,622
56146,40
56147,192
56149,1268
56150,2742
56151,823
56152,1507
56153,224
56155,419
56156,6066
56157,788
56158,434
56159,2928
56160,214
56161,400
56162,285
56164,5920
56164,49
56165,349
56166,253
56167,661
56168,932
56169,681
56170,587
56171,1821
56172,3164
56173,424
56174,357
56175,3085
56176,1137
56177,45
56178,1746
56180,1408
56181,1147
56183,1263
56185,560
56186,388
56187,14170
56201,23173
56207,251
56208,2066
56209,2339
56210,13
56211,529
56212,531
56214,725
56215,4693
56216,670
56218,628
56219,735
56219,347
56220,3070
56221,773
56222,1984
56223,1408
56224,333
56225,834
56226,254
56227,223
56228,882
56229,1871
56230,854
56231,390
56232,2415
56235,579
56236,359
56237,600
56239,596
56240,1042
56241,4166
56243,1725
56244,1496
56245,535
56248,807
56249,296
56251,987
56252,1238
56253,1015
56255,394
56256,2581
56257,508
56258,15617
56260,929
56262,724
56263,541
56264,2204
56265,7757
56266,1628
56267,6807
56270,1061
56271,1196
56273,4797
56274,177
56276,298
56277,3191
56278,2601
56279,1271
56280,480
56281,619
56282,1510
56283,6636
56284,2111
56285,1096
56287,81
56288,4696
56289,634
56291,501
56292,636
56293,1223
56294,84
56295,310
56296,2029
56297,867
56301,32434
56303,25984
56304,16020
56307,5157
56308,23961
56309,1185
56310,5120
56311,757
56312,2365
56313,106
56314,1258
56315,1591
56316,1580
56318,1238
56319,1321
56320,8080
56321,1536
56323,496
56324,1115
56325,211
56326,1526
56327,803
56328,128
56329,7367
56330,1691
56331,2019
56332,1407
56334,5497
56335,199
56336,1514
56338,1691
56339,1129
56340,2288
56342,2739
56343,926
56345,14786
56347,7062
56349,733
56350,570
56352,5868
56353,8996
56354,1367
56355,579
56356,300
56357,1029
56358,3256
56359,3878
56360,3917
56361,2403
56362,5844
56363,155
56364,5416
56367,6263
56368,4239
56369,528
56371,99
56373,3051
56374,9868
56375,852
56376,358
56377,17648
56378,7778
56379,16163
56381,2458
56382,1540
56384,328
56385,928
56386,652
56387,6734
56389,111
56401,29439
56425,7655
56431,8931
56433,1840
56434,235
56435,2372
56436,67
56437,1380
56438,2949
56440,1409
56441,3596
56442,2381
56443,1417
56444,3087
56446,1597
56447,1150
56448,332
56449,1769
56450,1017
56452,1755
56453,871
56455,1488
56456,50
56458,357
56461,3241
56464,4336
56465,2062
56466,3116
56467,2412
56468,4589
56469,998
56470,10334
56472,7459
56473,3380
56474,4244
56475,1655
56477,2758
56479,5384
56481,2031
56482,6666
56484,3205
56501,16290
56510,2333
56511,1878
56514,3696
56515,2892
56516,294
56517,279
56518,388
56519,300
56520,3983
56521,757
56522,538
56523,539
56524,661
56525,106
56527,840
56528,1673
56529,4026
56531,1994
56533,291
56534,1164
56535,1363
56536,482
56537,18548
56540,1962
56541,24
56542,2829
56543,276
56544,5294
56545,682
56546,346
56547,2700
56548,771
56549,4508
56550,414
56551,2237
56552,429
56553,293
56554,2709
56556,1160
56557,2811
56560,40766
56565,107
56566,668
56567,3169
56568,142
56569,1357
56570,1238
56571,1800
56572,5454
56573,5993
56574,266
56575,763
56576,799
56577,21
56578,747
56579,1136
56580,1171
56581,287
56583,168
56584,1553
56585,1049
56586,1839
56587,1404
56588,568
56589,1975
56590,373
56591,170
56592,516
56593,14
56594,440
56601,32225
56621,4639
56623,2749
56626,356
56627,309
56628,1681
56629,197
56630,2117
56633,4541
56634,1639
56636,5137
56637,227
56639,459
56641,324
56644,787
56646,355
56647,839
56649,9932
56650,722
56651,538
56652,539
56653,1336
56654,153
56655,1303
56657,304
56658,6
56659,54
56660,240
56661,942
56662,511
56663,220
56666,1066
56667,662
56668,136
56669,375
56670,1440
56671,3371
56672,2097
56673,795
56676,1663
56678,1321
56680,117
56681,318
56683,772
56684,282
56685,117
56686,984
56687,73
56688,157
56701,12690
56710,490
56711,96
56713,1022
56714,1157
56715,350
56716,9416
56720,57
56721,10096
56722,386
56723,970
56724,159
56725,978
56726,1631
56727,769
56728,1364
56729,140
56731,93
56732,1136
56733,390
56734,467
56735,816
56736,903
56737,871
56738,1368
56741,23
56742,918
56744,543
56744,78
56748,600
56750,2539
56751,5575
56754,546
56755,102
56756,799
56757,932
56758,418
56759,364
56760,358
56761,488
56762,2494
56763,5180
57001,1672
57002,863
57003,1879
57004,3356
57005,10473
57006,24530
57010,493
57012,1160
57013,4440
57014,1471
57015,787
57016,693
57017,1340
57018,1372
57020,1502
57021,276
57022,4996
57024,428
57025,2795
57026,66
57026,1392
57027,109
57028,3448
57029,2023
57030,143
57030,2816
57031,741
57032,5906
57033,4713
57034,712
57035,1200
57036,811
57037,819
57038,1667
57039,3265
57040,389
57041,97
57042,8415
57043,1378
57045,996
57046,626
57047,256
57048,1170
57049,5789
57050,191
57051,263
57052,452
57053,1893
57054,502
57055,1090
57057,152
57058,1973
57059,1522
57061,102
57062,2410
57063,1006
57064,5072
57065,397
57066,1508
57067,537
57068,41
57068,1471
57069,11988
57070,1387
57071,2758
57072,584
57073,711
57075,893
57076,521
57077,1324
57078,32
57078,19089
57103,34480
57104,25901
57105,22268
57106,39852
57107,8044
57108,17267
57110,12309
57117,61
57197,959
57201,24983
57212,2062
57213,485
57214,75
57216,1044
57217,244
57218,327
57219,567
57220,767
57221,808
57223,1356
57224,195
57225,1873
57226,2072
57227,434
57231,1695
57232,299
57233,118
57234,1274
57235,844
57236,118
57237,665
57238,483
57239,223
57241,1048
57242,432
57243,604
57245,126
57246,161
57247,320
57248,1057
57249,994
57251,127
57252,4800
57255,538
57256,127
57257,810
57258,385
57259,505
57260,1093
57261,321
57262,4963
57263,450
57264,219
57265,225
57266,607
57268,443
57269,413
57270,904
57271,247
57272,173
57273,1316
57274,2813
57276,1178
57278,748
57279,1058
57301,18375
57311,1616
57312,516
57313,1128
57314,734
57315,987
57317,526
57319,1003
57321,388
57322,296
57323,215
57324,383
57325,3054
57328,1134
57329,258
57330,625
57331,459
57332,730
57334,895
57335,244
57337,140
57339,1525
57340,355
57341,151
57342,558
57344,155
57345,1238
57346,68
57348,527
57349,1493
57350,14534
57353,829
57355,1352
57356,1993
57358,34
57359,649
57361,198
57362,2149
57363,1003
57364,56
57365,522
57366,2228
57367,210
57368,1226
57369,2495
57370,814
57371,234
57373,437
57374,343
57375,647
57376,1010
57379,84
57380,3470
57381,490
57382,1591
57383,732
57384,839
57385,1221
57386,209
57401,30061
57420,75
57421,88
57422,235
57424,291
57426,63
57427,620
57428,710
57429,94
57430,2243
57432,465
57433,383
57434,566
57435,247
57436,384
57437,1286
57438,1580
57439,52
57440,612
57441,607
57442,1664
57445,2068
57446,472
57448,348
57449,146
57450,672
57451,2293
57452,278
57454,558
57455,96
57456,862
57457,90
57460,365
57461,392
57465,371
57466,124
57467,293
57468,247
57469,3305
57470,143
57471,674
57472,953
57473,161
57474,197
57475,160
57476,463
57477,117
57479,666
57481,598
57501,16309
57520,153
57521,167
57522,463
57523,1094
57528,748
57529,395
57531,228
57532,2835
57533,1900
57534,183
57536,469
57537,83
57538,322
57540,106
57541,167
57543,870
57544,419
57547,139
57548,1380
57551,2279
57552,554
57553,153
57555,3834
57559,638
57560,436
57562,98
57563,240
57564,995
57566,1060
57567,1406
57568,689
57569,445
57570,2064
57571,14
57572,1847
57574,104
57576,204
57577,1211
57579,1330
57580,4449
57584,125
57585,226
57601,4003
57620,515
57621,378
57622,318
57623,1042
57625,4230
57626,971
57630,32
57631,361
57632,634
57633,414
57634,115
57636,164
57638,246
57638,1675
57639,371
57640,176
57641,23
57641,272
57642,36
57642,1881
57644,335
57645,90
57645,127
57646,199
57648,15
57648,320
57649,217
57650,29
57651,115
57652,402
57656,723
57657,203
57658,446
57660,23
57660,76
57661,88
57701,43462
57702,32980
57703,14205
57706,2903
57714,872
57716,486
57717,7937
57717,70
57718,6307
57719,6217
57720,651
57722,283
57724,34
57724,176
57725,162
57730,5315
57732,1979
57735,1327
57738,170
57741,63
57744,2238
57745,2109
57747,5870
57748,318
57750,295
57751,844
57752,2245
57754,3793
57755,116
57756,1126
57758,200
57759,546
57760,1353
57761,1210
57762,531
57763,282
57764,1923
57766,237
57767,149
57769,3515
57770,5271
57772,2048
57773,133
57775,230
57776,15
57779,333
57780,102
57782,61
57783,14290
57785,9377
57787,365
57788,485
57790,1111
57791,190
57792,129
57793,1913
57794,644
57799,660
58001,55
58002,23
58004,266
58005,854
58006,427
58007,119
58008,229
58009,102
58011,391
58012,2474
58013,101
58015,291
58016,192
58017,313
58018,324
58021,447
58027,1391
58029,129
58030,649
58031,414
58032,722
58033,374
58035,262
58036,274
58038,332
58040,920
58041,1545
58042,1386
58043,167
58045,2230
58046,583
58047,3560
58048,418
58049,289
58051,1458
58052,581
58053,1171
58054,3128
58056,191
58057,147
58058,123
58059,1168
58060,1329
58061,413
58062,174
58063,340
58064,450
58065,22
58067,243
58068,321
58069,176
58071,409
58072,7997
58075,9276
58076,236
58077,787
58078,26321
58079,530
58081,845
58102,29850
58103,47302
58104,28322
58105,2483
58201,34880
58202,1839
58203,18229
58204,2107
58205,260
58210,322
58212,474
58214,367
58216,153
58218,700
58219,47
58220,2360
58222,295
58223,212
58224,41
58225,71
58225,1054
58227,504
58228,880
58229,114
58230,663
58231,490
58233,283
58235,418
58237,5499
58238,167
58239,71
58240,1276
58241,126
58243,539
58244,194
58249,2574
58250,241
58251,2049
58254,513
58256,872
58257,2239
58258,290
58259,454
58260,173
58261,1112
58262,134
58265,519
58266,203
58267,1520
58269,207
58270,1950
58271,708
58272,312
58273,264
58274,953
58275,733
58276,503
58277,225
58278,1988
58281,124
58282,1441
58301,9864
58311,60
58316,6486
58317,226
58318,3684
58321,161
58323,47
58324,1345
58325,92
58327,390
58329,3313
58330,341
58331,122
58332,320
58335,1694
58338,105
58339,47
58341,2597
58343,81
58344,958
58345,158
58346,650
58348,727
58351,478
58352,435
58353,140
58355,84
58356,1751
58357,364
58361,190
58362,82
58363,83
58365,304
58366,1080
58367,1707
58368,3801
58369,1231
58370,1280
58372,106
58374,640
58377,334
58379,360
58380,442
58381,317
58382,163
58384,549
58385,225
58386,134
58401,17142
58402,260
58405,427
58413,1150
58415,145
58416,440
58418,353
58420,314
58421,2850
58422,195
58423,78
58424,301
58425,1379
58426,200
58428,271
58429,357
58430,112
58431,132
58433,1092
58436,1965
58438,625
58439,148
58439,162
58440,181
58441,389
58442,478
58443,200
58444,192
58445,160
58448,347
58451,185
58452,27
58454,360
58455,303
58456,523
58458,1397
58460,230
58461,413
58463,651
58464,242
58466,355
58467,606
58472,419
58474,2681
58475,150
58476,271
58477,148
58478,135
58479,192
58480,340
58481,272
58482,1003
58483,340
58484,65
58486,262
58487,444
58488,258
58490,240
58492,481
58494,350
58495,1332
58496,182
58497,326
58501,28055
58503,25734
58504,24342
58505,2
58520,264
58521,658
58523,3619
58524,100
58528,798
58529,660
58530,1193
58531,307
58532,297
58533,945
58535,571
58538,2489
58540,2449
58541,364
58542,324
58544,551
58545,3461
58549,214
58552,1797
58554,22884
58558,812
58559,218
58560,161
58561,1085
58562,415
58563,1977
58564,92
58565,209
58566,180
58568,535
58569,77
58570,397
58571,603
58572,319
58573,674
58575,920
58576,953
58577,1671
58579,1190
58580,455
58581,258
58601,21078
58620,132
58621,1231
58622,1489
58623,2363
58623,7
58625,185
58626,262
58627,154
58630,502
58631,1150
58632,149
58634,251
58636,706
58638,992
58639,1816
58640,1344
58641,79
58642,334
58643,191
58645,238
58646,1138
58647,1142
58649,307
58649,14
58650,393
58651,475
58652,987
58653,556
58653,45
58654,289
58655,484
58656,366
58701,28368
58702,0
58703,19396
58704,4770
58705,751
58707,509
58710,469
58711,211
58712,155
58713,35
58716,147
58718,1040
58721,529
58722,1516
58723,236
58725,341
58727,279
58730,1295
58731,300
58733,402
58734,241
58735,314
58736,452
58737,140
58740,755
58741,554
58744,143
58746,1620
58748,148
58750,528
58752,223
58755,129
58756,250
58757,909
58758,222
58759,821
58760,254
58761,1104
58762,246
58763,3502
58765,248
58768,282
58769,229
58770,1240
58771,453
58772,137
58773,687
58775,290
58776,298
58778,133
58779,367
58781,695
58782,436
58783,346
58784,2330
58785,1091
58787,136
58788,1124
58789,321
58790,1585
58792,227
58793,609
58794,159
58795,198
58801,18371
58830,213
58831,472
58833,80
58835,313
58838,199
58843,466
58844,142
58845,371
58847,283
58849,883
58852,1750
58853,292
58854,2804
58856,131
59001,1643
59002,165
59003,1160
59006,926
59007,113
59008,410
59010,102
59011,3027
59012,249
59013,127
59014,1446
59015,576
59016,1089
59018,602
59019,3972
59020,77
59022,1945
59024,390
59025,56
59026,194
59027,836
59028,434
59029,733
59030,1263
59031,339
59032,408
59033,334
59034,5189
59035,227
59036,1505
59037,1672
59038,656
59039,28
59041,1950
59043,2950
59044,10971
59046,390
59047,11880
59050,1715
59052,139
59053,354
59054,315
59055,59
59057,692
59058,50
59059,146
59061,272
59062,35
59063,2058
59064,284
59065,197
59066,701
59067,221
59068,3580
59069,461
59070,1047
59071,104
59072,4140
59074,490
59075,289
59076,33
59077,79
59078,145
59079,3481
59081,9
59082,39
59085,88
59086,727
59087,436
59088,1373
59089,467
59101,39562
59102,46564
59105,29624
59106,12375
59201,5100
59211,125
59212,373
59213,772
59214,120
59215,1135
59217,100
59218,927
59219,199
59221,1241
59221,417
59222,221
59223,364
59225,560
59226,410
59230,4490
59231,264
59240,21
59241,413
59242,79
59243,345
59244,65
59247,314
59248,762
59250,198
59252,115
59253,112
59254,2026
59255,3429
59256,59
59257,61
59258,110
59259,348
59260,110
59261,520
59262,655
59263,1349
59270,7212
59270,127
59274,206
59275,322
59275,54
59276,40
59301,11404
59311,159
59312,31
59313,2498
59314,112
59315,150
59317,1164
59318,136
59322,85
59323,2294
59324,821
59326,265
59327,2945
59330,8307
59332,146
59333,21
59336,192
59337,812
59338,142
59339,149
59343,82
59344,300
59347,321
59349,913
59351,200
59353,1017
59354,41
59401,13774
59404,26867
59405,31438
59410,666
59411,460
59412,1747
59414,904
59416,337
59417,7719
59418,95
59419,96
59420,243
59421,1831
59422,2643
59424,87
59425,3751
59427,4757
59430,454
59432,104
59433,594
59434,463
59436,1827
59440,175
59441,82
59442,1789
59443,612
59444,355
59446,564
59447,250
59448,743
59450,467
59451,241
59452,525
59453,362
59454,201
59456,233
59457,9105
59460,233
59461,33
59462,168
59463,169
59464,500
59465,52
59466,97
59467,259
59468,571
59469,157
59471,295
59472,657
59474,3820
59477,521
59479,826
59480,383
59482,802
59483,530
59484,111
59485,705
59486,1328
59487,1240
59489,396
59501,12638
59520,1030
59521,3475
59522,1755
59523,2287
59524,663
59525,384
59526,2435
59527,974
59528,208
59529,163
59530,99
59531,241
59532,180
59535,74
59537,96
59538,3037
59540,371
59542,192
59544,175
59545,39
59546,129
59547,38
59601,29283
59602,24285
59631,237
59632,1939
59633,206
59634,4819
59635,7282
59636,12
59638,617
59639,1286
59640,89
59642,62
59643,437
59644,4036
59645,1635
59647,334
59648,635
59701,33147
59703,43
59710,286
59711,8933
59713,213
59714,18182
59715,31567
59716,1798
59718,27367
59720,191
59721,433
59722,5781
59724,128
59725,7963
59727,221
59728,343
59729,2141
59730,1790
59731,209
59732,128
59733,198
59735,331
59736,127
59739,340
59740,495
59741,4352
59743,134
59745,134
59746,92
59747,159
59748,254
59749,1513
59750,309
59751,208
59752,3431
59754,964
59755,210
59756,463
59758,1769
59759,3643
59760,260
59761,265
59762,258
59801,30940
59802,18407
59803,16203
59804,7533
59808,17904
59820,1361
59821,2377
59823,1561
59824,1792
59825,2412
59826,521
59827,300
59828,5543
59829,2679
59830,146
59831,454
59832,765
59833,5448
59834,2240
59837,407
59840,13052
59841,917
59842,90
59843,260
59844,736
59845,1186
59846,1617
59847,52
59847,5606
59848,106
59851,173
59853,699
59854,239
59855,957
59856,347
59858,1538
59859,3270
59860,9913
59863,76
59864,6752
59865,3185
59866,943
59867,28
59868,2054
59870,9617
59871,218
59872,2309
59873,3085
59874,1568
59875,3537
59901,49693
59910,356
59911,7678
59912,13499
59913,675
59914,234
59915,403
59916,130
59917,4225
59918,592
59919,839
59920,1680
59922,2408
59923,9856
59925,1435
59926,513
59927,368
59928,88
59929,237
59930,867
59931,328
59932,1648
59933,43
59934,528
59935,3576
59936,367
59937,12588
60002,24299
60004,50582
60005,29308
60007,33820
60008,22717
60010,44095
60012,11120
60013,26872
60014,48550
60015,26800
60016,59690
60018,30099
60020,9825
60021,5545
60022,8153
60025,39105
60026,13335
60029,482
60030,36056
60031,37947
60033,13922
60034,2040
60035,29763
60040,5431
60041,9250
60042,8547
60043,2513
60044,9792
60045,20925
60046,35111
60047,41669
60048,29095
60050,31620
60051,25192
60053,23260
60056,55219
60060,37189
60061,25748
60062,39936
60064,15407
60067,38585
60068,37475
60069,8384
60070,16001
60071,3598
60072,928
60073,60002
60074,38985
60076,33415
60077,26825
60081,10079
60083,9838
60084,16771
60085,71714
60087,26978
60088,15761
60089,41533
60090,37633
60091,27020
60093,19570
60096,6897
60097,11250
60098,32228
60099,31104
60101,39119
60102,32193
60103,41928
60104,19038
60106,20309
60107,39927
60108,22735
60109,560
60110,38557
60111,258
60112,4560
60113,337
60115,46272
60118,15851
60119,10371
60120,50955
60123,47405
60124,18935
60126,46371
60129,242
60130,14167
60131,18097
60133,38103
60134,28565
60135,7248
60136,7013
60137,37805
60139,34381
60140,14341
60141,224
60142,26447
60143,10360
60144,58
60145,2627
60146,2713
60148,51468
60150,1794
60151,4061
60152,12533
60153,24106
60154,16773
60155,7927
60156,28987
60157,2380
60160,25432
60162,8111
60163,5209
60164,22048
60165,4946
60169,33847
60171,10246
60172,24537
60173,12217
60174,30752
60175,25564
60176,11795
60177,22659
60178,21840
60180,1694
60181,28836
60184,2448
60185,36527
60187,29016
60188,42656
60189,30472
60190,10663
60191,14310
60192,16343
60193,39188
60194,19777
60195,4769
60201,43125
60202,31361
60203,4523
60301,2539
60302,32108
60304,17231
60305,11172
60401,7797
60402,63448
60403,17529
60404,17395
60406,25460
60407,1684
60408,5696
60409,37186
60410,12687
60411,58136
60415,14139
60416,9397
60417,15547
60419,22788
60420,6102
60421,3968
60422,9403
60423,30423
60424,2440
60425,9117
60426,29594
60428,12203
60429,15630
60430,20094
60431,22577
60432,21403
60433,17160
60435,48899
60436,18315
60437,187
60438,28884
60439,22919
60440,52911
60441,36869
60442,9924
60443,21145
60444,1761
60445,26057
60446,39807
60447,13709
60448,24423
60449,9217
60450,20332
60451,34063
60452,27969
60453,56855
60455,16446
60456,4349
60457,14049
60458,14428
60459,28929
60460,1522
60461,4836
60462,38723
60463,14671
60464,9620
60465,17495
60466,22115
60467,26046
60468,6116
60469,5930
60470,616
60471,14101
60472,5390
60473,22439
60474,760
60475,9870
60476,2391
60477,38161
60478,16833
60479,760
60480,5246
60481,11851
60482,11063
60484,6829
60487,26928
60490,20463
60491,22743
60501,11626
60502,21873
60503,16717
60504,37919
60505,76573
60506,53013
60510,28897
60511,1793
60512,1111
60513,19047
60514,9708
60515,27503
60516,29084
60517,32038
60518,3580
60519,88
60520,2886
60521,17597
60523,9890
60525,31168
60526,13576
60527,27486
60530,649
60531,1902
60532,27066
60534,10649
60536,126
60537,665
60538,26619
60539,341
60540,42910
60541,3148
60542,17099
60543,36156
60544,25959
60545,12940
60546,15668
60548,12218
60549,643
60550,1440
60551,5062
60552,4448
60553,782
60554,11796
60555,13538
60556,2007
60557,155
60558,12960
60559,24852
60560,22415
60561,23115
60563,35922
60564,41312
60565,40524
60585,22311
60586,46251
60601,11110
60602,1204
60603,493
60604,570
60605,24668
60606,2308
60607,23897
60608,82739
60609,64906
60610,37726
60611,28718
60612,33472
60613,48281
60614,66617
60615,40603
60616,48433
60617,84155
60618,92084
60619,63825
60620,72216
60621,35912
60622,52548
60623,92108
60624,38105
60625,78651
60626,50139
60628,72202
60629,113916
60630,54093
60631,28641
60632,91326
60633,12927
60634,74298
60636,40916
60637,49503
60638,55026
60639,90407
60640,65790
60641,71663
60642,18480
60643,49952
60644,48648
60645,45274
60646,27177
60647,87291
60649,46650
60651,64267
60652,40959
60653,29908
60654,14875
60655,28550
60656,27613
60657,65996
60659,38104
60660,42752
60661,7792
60706,23134
60707,42920
60712,12590
60714,29931
60803,22285
60804,84573
60805,19852
60827,27946
60901,37157
60910,538
60911,1372
60912,599
60913,1617
60914,29107
60915,10774
60917,574
60918,898
60919,558
60920,178
60921,1519
60922,2459
60924,1635
60926,67
60927,2404
60928,709
60929,730
60930,918
60931,615
60932,78
60933,302
60934,273
60935,1064
60936,4321
60938,2131
60940,3369
60941,2039
60942,6181
60945,153
60946,426
60948,1533
60949,636
60950,12168
60951,961
60952,684
60953,2469
60954,6104
60955,1901
60957,5615
60958,2135
60959,1082
60960,1064
60961,700
60962,524
60963,1807
60964,4968
60966,1526
60968,433
60969,65
60970,7190
60973,385
60974,283
61001,1179
61006,1759
61007,534
61008,34311
61010,8032
61011,2945
61012,2175
61013,528
61014,1173
61015,946
61016,4837
61018,1080
61019,3550
61020,3108
61021,23745
61024,2620
61025,4867
61027,52
61028,1989
61030,2205
61031,1656
61032,31651
61036,6821
61037,140
61038,1354
61039,802
61041,1327
61042,527
61043,131
61044,232
61046,2831
61047,1711
61048,4360
61049,585
61050,376
61051,1574
61052,1148
61053,2852
61054,3973
61057,168
61059,141
61060,1432
61061,7009
61062,1983
61063,4132
61064,3868
61065,11156
61067,811
61068,14858
61070,1130
61071,14381
61072,11797
61073,20052
61074,4431
61075,958
61077,73
61078,1374
61079,188
61080,10599
61081,21934
61084,3175
61085,3443
61087,1670
61088,6020
61089,867
61091,63
61101,21593
61102,20538
61103,24578
61104,19269
61107,30439
61108,28550
61109,28333
61111,23492
61112,86
61114,15776
61115,23180
61201,39116
61230,1232
61231,5627
61232,1284
61234,1258
61235,1391
61236,193
61238,3247
61239,1219
61240,5870
61241,7124
61242,1145
61243,264
61244,24053
61250,2737
61251,347
61252,5436
61254,11414
61256,1822
61257,1210
61258,204
61259,1276
61260,856
61261,975
61262,1188
61263,530
61264,10548
61265,45099
61270,7306
61272,1504
61273,3316
61274,351
61275,4347
61276,138
61277,3355
61278,412
61279,1061
61281,2597
61282,7809
61283,1640
61284,2292
61285,1631
61301,10588
61310,3970
61311,232
61312,474
61313,282
61314,807
61315,322
61316,282
61317,513
61318,700
61319,1293
61320,710
61321,282
61322,1647
61323,111
61324,109
61325,1073
61326,2452
61327,1235
61328,42
61329,1303
61330,1483
61331,55
61332,134
61333,381
61334,741
61335,532
61336,628
61337,478
61338,284
61340,292
61341,8234
61342,9216
61344,374
61345,846
61346,75
61348,4696
61349,977
61350,24246
61353,1333
61354,10870
61356,11281
61358,478
61359,312
61360,3393
61361,1409
61362,5911
61363,220
61364,20133
61367,864
61368,1489
61369,1711
